pid,age,survey_year
140357101,33,2020
140357101,35,2022
140357102,34,2012
140357102,36,2014
140358103,37,2020
140358104,33,2016
140358104,37,2020
140359101,33,2014
140359101,36,2016
140359102,33,2016
140359102,37,2020
140360101,35,2020
140360101,37,2022
140360431,33,2016
140360431,37,2020
140362101,37,2010
140362102,37,2010
140365103,35,2014
140365103,37,2016
140365104,34,2012
140365104,36,2014
140365105,33,2016
140365105,37,2020
140365431,33,2016
140365431,36,2020
140368103,33,2020
140368103,35,2022
140368104,33,2016
140368104,37,2020
140370103,33,2020
140370103,35,2022
140370104,33,2022
140370105,33,2022
140371101,35,2010
140371101,37,2012
140374101,34,2012
140374101,36,2014
140376103,36,2020
140376104,35,2020
140376104,37,2022
140381103,34,2020
140381103,36,2022
140382103,37,2022
140386103,34,2022
140394103,33,2010
140394103,35,2012
140394103,37,2014
140394105,35,2010
140394105,37,2012
140401101,36,2010
140411101,34,2014
140415102,37,2010
140419106,37,2010
140445101,36,2012
140478101,34,2010
140481102,36,2022
140481103,33,2022
140481104,33,2022
140481601,33,2020
140481601,35,2022
140482101,37,2010
140484101,34,2012
140484101,36,2014
140484103,34,2010
140484103,36,2012
140486101,34,2012
140486101,36,2014
140486102,34,2010
140486102,36,2012
140487103,37,2010
140487104,34,2010
140487104,36,2012
140491102,33,2014
140496104,34,2010
140496104,36,2012
140499103,35,2022
140508104,33,2016
140509101,37,2022
140509103,35,2022
140513103,35,2014
140513105,34,2020
140513105,36,2022
140515103,34,2022
140517103,36,2020
140519103,35,2020
140520101,35,2010
140520101,37,2012
140521103,34,2014
140521103,36,2016
140521104,33,2022
140522103,33,2022
140523104,36,2010
140525101,34,2016
140525104,33,2012
140525104,35,2014
140525104,37,2016
140526102,36,2010
140531103,35,2016
140531104,33,2012
140531104,37,2016
140533103,35,2022
140533104,33,2022
140536103,34,2014
140536103,36,2016
140536104,34,2016
140538103,35,2016
140540551,33,2022
140542103,34,2022
140542501,33,2020
140542501,35,2022
140543101,34,2022
140545101,33,2016
140545101,37,2020
140545102,35,2014
140548103,33,2016
140548103,37,2020
140549103,33,2022
140551501,34,2020
140555103,33,2014
140555431,37,2020
140559101,36,2014
140559102,36,2014
140563103,36,2010
140563104,35,2010
140567101,37,2010
140567102,36,2010
140573103,33,2020
140573103,35,2022
140573104,33,2022
140573601,33,2022
140574601,34,2020
140579431,36,2020
140579433,36,2020
140583103,37,2020
140583531,36,2020
140586531,33,2022
140599101,33,2010
140599101,35,2012
140599101,37,2014
140599102,35,2014
140603103,35,2020
140603103,37,2022
140610531,33,2020
140610531,35,2022
140615103,33,2022
140616101,36,2010
140617103,33,2020
140617103,35,2022
140617104,35,2020
140626101,35,2010
140626101,37,2012
140626102,33,2010
140626102,35,2012
140626102,37,2014
140628103,37,2012
140628104,36,2012
140631101,34,2016
140631102,34,2016
140640101,36,2020
140640102,33,2020
140640102,35,2022
140641103,35,2020
140641103,37,2022
140641104,33,2020
140641104,35,2022
140643102,34,2022
140644103,33,2022
140644431,34,2020
140644431,36,2022
140647101,36,2010
140650101,33,2020
140650101,35,2022
140650102,33,2020
140650102,35,2022
140661531,34,2014
140661531,36,2016
140661532,34,2014
140661532,36,2016
140663431,33,2014
140663431,36,2016
140663432,35,2016
140667104,37,2010
140667105,36,2016
140667106,35,2016
140668103,35,2020
140668103,37,2022
140668105,35,2020
140668105,37,2022
140669101,33,2010
140669101,35,2012
140669101,37,2014
140669102,37,2010
140670104,37,2022
140670105,34,2020
140670105,36,2022
140673101,37,2010
140676103,33,2022
140678102,34,2012
140678102,36,2014
140680103,36,2010
140680104,36,2010
140687101,34,2010
140687101,36,2012
140687103,36,2010
140702101,35,2010
140702101,37,2012
140703101,35,2010
140703101,37,2012
140703102,35,2010
140706101,37,2010
140713103,33,2022
140713531,33,2016
140713531,36,2020
140714101,34,2010
140714101,36,2012
140714102,33,2012
140714102,35,2014
140714102,37,2016
140719101,34,2012
140719101,36,2014
140719102,35,2010
140719102,37,2012
140721401,34,2016
140725103,34,2016
140728103,36,2010
140728104,34,2010
140728106,35,2020
140728106,37,2022
140740105,36,2010
140740106,36,2010
140741101,34,2010
140741102,34,2014
140741102,36,2016
140742102,33,2020
140745401,35,2014
140745401,37,2016
140748101,35,2010
140748101,37,2012
140748104,36,2014
140749103,34,2020
140749103,36,2022
140749104,33,2022
140750431,33,2022
140752101,36,2010
140752501,37,2014
140753401,36,2012
140760103,34,2022
140760104,33,2022
140762103,33,2022
140766102,34,2022
140776103,35,2010
140777103,35,2016
140778101,34,2010
140778104,33,2012
140778104,35,2014
140778104,37,2016
140780104,35,2020
140782104,35,2020
140782105,34,2022
140782106,37,2020
140782601,34,2022
140783101,34,2010
140784102,36,2010
140785103,33,2020
140785103,35,2022
140790102,33,2010
140790102,35,2012
140796103,36,2020
140796104,34,2012
140796104,36,2014
140796105,34,2020
140809551,34,2022
140830101,34,2010
140830101,36,2012
140830102,36,2010
140831101,36,2010
140833103,33,2022
140833551,33,2022
140834103,33,2014
140834103,35,2016
140834104,35,2020
140834104,37,2022
140834105,34,2020
140834105,36,2022
140835101,34,2020
140839101,35,2010
140839102,33,2014
140839102,35,2016
140842101,36,2010
140843101,34,2016
140843102,34,2016
140845101,37,2010
140846102,34,2016
140847101,37,2010
140847102,35,2010
140847102,37,2012
140851102,37,2010
140853103,33,2020
140853103,35,2022
140853531,34,2016
140856101,33,2010
140856101,35,2012
140856101,37,2014
140856102,34,2010
140856102,36,2012
140857103,36,2022
140858103,37,2010
140858104,34,2010
140858104,36,2012
140859431,34,2012
140859431,36,2014
140859432,33,2014
140859432,35,2016
140860101,33,2010
140860101,35,2012
140860101,37,2014
140860102,37,2010
140866103,35,2020
140866103,37,2022
140867101,33,2016
140867101,37,2020
140867102,33,2012
140867102,35,2014
140867102,37,2016
140874103,33,2014
140874103,35,2016
140874104,34,2020
140874104,36,2022
140877102,37,2012
140877103,34,2010
140877103,36,2012
140885101,34,2010
140886103,37,2022
140886104,35,2022
141038501,36,2020
142529501,33,2022
143666501,36,2020
144811551,33,2022
144884501,36,2020
145339431,35,2020
145339431,37,2022
147767501,36,2016
149709501,34,2020
149781501,34,2020
149781501,36,2022
150025551,34,2016
150767551,33,2016
150828501,33,2022
150889431,34,2022
151314501,37,2022
151708431,34,2020
151708431,36,2022
152588502,34,2020
153516601,36,2022
153736431,36,2022
154360503,35,2014
154360503,37,2016
154759501,34,2016
155190551,34,2020
155190551,36,2022
155749551,34,2020
155749551,36,2022
156492501,33,2022
156955504,33,2020
159466501,35,2020
159466501,37,2022
160025601,33,2022
160190501,36,2020
162105551,33,2022
163202501,36,2014
164701551,37,2016
164838501,35,2020
164838501,37,2022
164858501,34,2016
164858501,37,2020
166468501,33,2020
166468501,35,2022
166755501,33,2014
168065431,33,2016
168228501,33,2020
168228501,35,2022
169668501,33,2020
170939551,34,2022
170974501,34,2022
171071552,36,2020
171391501,33,2020
172669501,34,2016
173123551,34,2020
175252651,34,2022
175287551,34,2020
175287551,36,2022
176990503,36,2020
177130502,33,2020
177130502,35,2022
177493552,37,2016
177559501,34,2020
177559501,36,2022
177645551,37,2016
177667501,33,2016
177667501,37,2020
177667502,33,2020
177667502,35,2022
178956431,33,2022
179054651,35,2020
179054651,37,2022
179444503,34,2020
179444503,36,2022
180336431,36,2020
180391501,33,2022
181366501,33,2020
181366501,35,2022
181561501,36,2022
182664551,33,2020
182664551,35,2022
183307551,33,2022
184386431,33,2020
184386431,35,2022
185121551,33,2020
185121551,35,2022
185230551,34,2022
186904551,37,2016
187118432,35,2012
187232551,33,2022
188286501,34,2020
188286501,36,2022
188583501,37,2014
189935502,33,2016
191699551,36,2022
192608551,33,2022
192780651,33,2020
192963551,33,2020
192963551,35,2022
194206651,33,2020
194206651,35,2022
194410501,36,2022
194725501,34,2020
194725501,36,2022
194804551,34,2020
194804551,36,2022
195421501,33,2016
195421501,37,2020
195470501,36,2016
195579551,35,2022
195787501,34,2016
197048502,33,2020
197289651,33,2022
197291551,36,2020
198190551,34,2016
198517602,37,2022
198944501,33,2022
199039651,34,2020
199039651,36,2022
199165551,34,2022
199193551,34,2022
199563551,34,2020
199563551,36,2022
201790551,35,2020
203722501,33,2016
204045551,35,2020
204045551,37,2022
204560551,34,2020
204560551,36,2022
205826651,33,2022
205891501,36,2016
207566501,33,2022
207821551,34,2022
207957552,33,2022
208276551,34,2022
208461501,35,2020
208913501,33,2016
209725551,34,2020
209725551,36,2022
210012101,34,2012
210012101,36,2014
210012104,33,2012
210012104,35,2014
210012104,37,2016
210013101,34,2010
210013101,36,2012
210013102,34,2012
210013102,36,2014
210021103,33,2022
210029101,33,2012
210029101,35,2014
210029101,37,2016
210043101,34,2012
210043101,36,2014
210043102,33,2012
210043102,35,2014
210043102,37,2016
210045103,34,2022
210048101,35,2010
210048102,37,2012
210056101,35,2010
210056101,37,2012
210056102,34,2012
210056102,36,2014
210079103,33,2016
210079104,34,2016
210082101,34,2012
210082101,36,2014
210082102,33,2010
210082102,35,2012
210082102,37,2014
210083103,33,2016
210083103,36,2020
210083104,35,2016
210085101,35,2010
210085101,37,2012
210089101,33,2014
210089101,36,2016
210089102,33,2020
210089102,35,2022
210092103,33,2020
210092103,35,2022
210092104,35,2020
210092104,37,2022
210098102,36,2020
210099103,34,2020
210099103,36,2022
210102105,34,2016
210110101,35,2016
210113101,34,2010
210114101,37,2010
210122101,37,2010
210126104,34,2014
210126104,36,2016
210127103,34,2020
210127103,36,2022
210129101,37,2010
210132106,33,2020
210132106,35,2022
210137102,36,2010
210141103,33,2014
210144101,35,2010
210144101,37,2012
210144102,37,2012
210148103,36,2020
210148104,34,2016
210149103,33,2010
210149103,35,2012
210149104,37,2010
210152103,34,2012
210152103,36,2014
210152104,34,2014
210152104,37,2016
210153101,37,2010
210153102,36,2010
210155104,37,2020
210156103,34,2020
210156103,36,2022
210162103,34,2012
210162103,36,2014
210162104,33,2010
210162104,35,2012
210162104,37,2014
210173102,36,2016
210173103,33,2010
210173103,35,2012
210173103,37,2014
210174104,33,2016
210179103,35,2020
210179103,37,2022
210181104,37,2010
210182103,33,2020
210183103,34,2012
210183103,36,2014
210186101,34,2012
210186101,36,2014
210186102,34,2012
210186102,36,2014
210188101,37,2010
210188102,37,2010
210191102,36,2010
210194102,34,2010
210194102,36,2012
210195101,34,2012
210195101,36,2014
210195102,33,2012
210195102,35,2014
210195102,37,2016
210196101,37,2010
210196102,35,2010
210196102,37,2012
210201101,36,2010
210203431,34,2012
210203431,36,2014
210206103,36,2016
210208101,36,2020
210221101,34,2020
210221101,36,2022
210225103,35,2016
210229101,36,2010
210229102,34,2010
210241102,35,2010
210241102,37,2012
210245104,33,2020
210245104,35,2022
210254103,33,2016
210254103,37,2020
210254104,33,2016
210254104,37,2020
210257101,36,2010
210257102,35,2010
210257102,37,2012
210263101,37,2010
210270101,33,2014
210270101,35,2016
210270104,33,2014
210275101,34,2016
210275102,34,2016
210285102,34,2012
210285102,36,2014
210285103,34,2014
210285103,36,2016
210287102,37,2010
210287103,34,2010
210287103,36,2012
210289103,35,2010
210294102,34,2016
210297103,34,2016
210310102,34,2022
210310103,34,2022
210325432,34,2016
210365101,37,2010
210366103,34,2016
210383431,34,2012
210383431,36,2014
210386101,36,2016
210386102,35,2020
210386102,37,2022
210389101,33,2014
210389101,35,2016
210389102,34,2016
210390102,33,2010
210390102,35,2012
210390431,33,2012
210391102,34,2010
210391102,36,2012
210395101,37,2010
210395102,34,2012
210395102,36,2014
210398102,34,2020
210398102,36,2022
210400101,34,2016
210403101,36,2020
210403102,33,2016
210403102,37,2020
210404101,36,2010
210409101,35,2016
210409102,34,2016
210409102,37,2020
210410101,36,2010
210411104,36,2010
210413101,33,2010
210413101,35,2012
210413101,37,2014
210420103,36,2020
210421103,33,2010
210421103,35,2012
210421103,37,2014
210422103,33,2010
210422103,35,2012
210422103,37,2014
210422104,34,2014
210422104,36,2016
210425103,34,2022
210427103,36,2010
210427104,35,2010
210427104,37,2012
210428101,36,2010
210429103,34,2022
210435101,34,2010
210435101,36,2012
210435102,33,2010
210435102,35,2012
210435102,37,2014
210447101,37,2010
210452101,34,2022
210453104,33,2022
210460101,33,2014
210460101,35,2016
210460102,33,2014
210460102,35,2016
210520101,33,2020
210521101,34,2014
210521101,36,2016
210521102,33,2016
210534101,35,2014
210543101,34,2010
210543102,37,2010
210550103,34,2022
210553105,33,2022
210555101,34,2016
210555102,34,2014
210555102,36,2016
210569101,34,2012
210569102,33,2012
210574103,34,2014
210574103,36,2016
210576101,36,2010
210588101,35,2014
210588101,37,2016
210588102,33,2010
210588102,37,2014
210594103,35,2010
210594103,37,2012
210596103,33,2012
210596103,35,2014
210596103,37,2016
210596104,33,2016
210602103,33,2022
210603103,34,2016
210604431,34,2016
210609103,33,2014
210610103,34,2020
210611103,34,2022
210613102,34,2020
210613102,36,2022
210618103,33,2012
210618103,35,2014
210622102,34,2010
210622102,36,2012
210625103,34,2022
210625105,34,2020
210625105,36,2022
210626101,35,2010
210626101,37,2012
210630102,35,2022
210630103,36,2020
210634103,34,2010
210634103,36,2012
210634104,33,2010
210634104,35,2012
210634104,37,2014
210635103,35,2016
210638103,34,2016
210639103,33,2014
210645101,33,2014
210645101,35,2016
210645104,34,2014
210645104,36,2016
210647102,35,2010
210647102,37,2012
210647103,35,2010
210647103,37,2012
210648103,35,2020
210648103,37,2022
210648104,34,2020
210648104,36,2022
210649102,37,2010
210654103,34,2022
210658101,37,2010
210659101,35,2010
210659101,37,2012
210659103,35,2010
210659103,37,2012
210660103,33,2016
210660103,37,2020
210660104,34,2016
210661103,34,2016
210667102,36,2010
210673501,34,2022
210675103,33,2022
210676101,37,2010
210676102,33,2010
210676102,35,2012
210676102,37,2014
210678101,37,2010
210678102,35,2010
210684101,34,2016
210684102,33,2016
210684102,37,2020
210685103,34,2022
210688101,34,2012
210688101,36,2014
210688431,34,2012
210688431,36,2014
210691101,36,2010
210698101,34,2012
210698101,36,2014
210698102,35,2012
210698102,37,2014
210728103,35,2020
210728103,37,2022
210728104,36,2020
210728106,33,2020
210728106,35,2022
210728501,34,2022
210729101,35,2010
210729101,37,2012
210730102,35,2020
210730102,37,2022
210730104,34,2020
210730104,36,2022
210730105,34,2020
210730105,36,2022
210731104,37,2012
210735103,34,2012
210735103,36,2014
210735104,33,2014
210735104,35,2016
210740101,37,2010
210741101,36,2010
210741102,37,2010
210745103,34,2016
210745104,34,2020
210745104,36,2022
210747103,34,2016
210749103,37,2020
210749104,33,2022
210750103,33,2010
210750103,37,2014
210750105,36,2014
210751103,33,2016
210756531,33,2014
210756531,35,2016
210759103,34,2022
210762104,33,2020
210762104,35,2022
210764103,34,2020
210764103,36,2022
210767103,33,2022
210767104,33,2022
210769102,33,2022
210770103,34,2016
210773101,37,2022
210773104,33,2022
210775103,37,2010
210775104,37,2010
210777431,36,2012
210778104,33,2022
210782102,36,2022
210786101,34,2012
210786101,36,2014
210787103,34,2014
210787103,37,2016
210794103,33,2020
210794103,35,2022
210799101,33,2012
210799101,35,2014
210799101,37,2016
210799102,35,2022
210800101,34,2014
210800101,36,2016
210800103,37,2022
210801101,36,2010
210801102,36,2010
210810101,35,2010
210810101,37,2012
210810102,34,2016
210811103,33,2010
210811103,35,2012
210811103,37,2014
210811104,34,2010
210811104,36,2012
210813101,36,2010
210814103,33,2020
210816103,33,2020
210816103,35,2022
210820101,37,2016
210822103,34,2022
210824102,36,2010
210829104,34,2010
210829104,36,2012
210829105,34,2014
210829105,36,2016
210832102,36,2016
210835101,33,2010
210835101,35,2012
210835101,37,2014
210835102,33,2010
210835102,35,2012
210835102,37,2014
210836101,37,2010
210840101,35,2010
210840101,37,2012
210840102,34,2012
210840102,36,2014
210841101,37,2010
210841102,37,2010
210848103,34,2020
210848103,36,2022
210854103,36,2022
210857101,36,2010
210861531,35,2014
210863103,34,2020
210863103,36,2022
210863431,34,2020
210863431,36,2022
210865101,33,2010
210865101,35,2012
210865101,37,2014
210865102,34,2010
210865102,36,2012
210867101,35,2010
210867101,37,2012
210868103,34,2022
210873103,34,2020
210873103,36,2022
210887103,35,2020
210887103,37,2022
210899101,37,2010
210899102,35,2010
210900101,35,2010
210900101,37,2012
210900102,34,2012
210900102,36,2014
210901431,34,2022
210904102,35,2014
210908101,33,2010
210908101,35,2012
210908101,37,2014
210909103,33,2012
210909103,35,2014
210909103,37,2016
210909104,34,2012
210909104,36,2014
210911103,37,2016
210911104,35,2016
210911105,34,2020
210911105,36,2022
210912101,36,2020
210916103,37,2016
210916104,35,2016
210918104,37,2010
210920104,34,2016
210920105,36,2020
210923101,33,2014
210923101,35,2016
210923104,34,2020
210923105,35,2020
210924103,34,2022
210924104,33,2020
210924104,35,2022
210925103,34,2020
210930104,33,2012
210930104,37,2016
210930105,34,2016
210931101,37,2010
210932101,34,2010
210932101,36,2012
210933103,34,2016
210935101,36,2010
210937103,33,2020
210942103,35,2010
